  0.100000001  1.00739864  0.0416757629  1.57079633 1
  0.100000001  1.01514438  0.037967349  1.57079633 0
  0.100000001  1.02289013  0.0341916162  1.57079633 0
  0.100000001  1.03063588  0.0303484043  1.57079633 0
  0.100000001  1.03838162  0.0264375529  1.57079633 0
  0.100000001  1.04612737  0.0224589008  1.57079633 0
  0.100000001  1.05387312  0.0184122864  1.57079633 0
  0.100000001  1.06161886  0.0142975477  1.57079633 -1
  0.150000006  1.0536551  0.214957699  1.57079633 2
  0.150000006  1.11940057  0.203801915  1.57079633 0
  0.150000006  1.18514604  0.189490193  1.57079633 0
  0.150000006  1.2508915  0.171957746  1.57079633 0
  0.150000006  1.31663697  0.1511379  1.57079633 0
  0.150000006  1.38238244  0.126962044  1.57079633 0
  0.150000006  1.44812791  0.0993595839  1.57079633 0
  0.150000006  1.51387337  0.0682578779  1.57079633 0
  0.150000006  1.57961884  0.0335821759  1.57079633 -2
  0.200000003  1.10675979  0.320942651  1.57079633 3
  0.200000003  1.22957536  0.319209775  1.57079633 0
  0.200000003  1.35239092  0.309414238  1.57079633 0
  0.200000003  1.47520649  0.291243415  1.57079633 0
  0.200000003  1.59802206  0.264366124  1.57079633 0
  0.200000003  1.72083763  0.228431997  1.57079633 0
  0.200000003  1.84365319  0.183070571  1.57079633 0
  0.200000003  1.96646876  0.127890143  1.57079633 0
  0.200000003  2.08928433  0.0624764519  1.57079633 -3
  0.25  1.15898326  0.403373474  1.57079633 4
  0.25  1.33795601  0.418413922  1.57079633 0
  0.25  1.51692876  0.420108428  1.57079633 0
  0.25  1.69590151  0.407701683  1.57079633 0
  0.25  1.87487426  0.380365932  1.57079633 0
  0.25  2.05384701  0.337198457  1.57079633 0
  0.25  2.23281976  0.277216473  1.57079633 0
  0.25  2.4117925  0.199350205  1.57079633 0
  0.25  2.59076525  0.102434402  1.57079633 -4
  0.300000012  1.2103415  0.475757603  1.57079633 5
  0.300000012  1.44457486  0.511840858  1.57079633 0
  0.300000012  1.67880823  0.529387713  1.57079633 0
  0.300000012  1.9130416  0.5270391  1.57079633 0
  0.300000012  2.14727496  0.503244491  1.57079633 0
  0.300000012  2.38150833  0.456255719  1.57079633 0
  0.300000012  2.61574169  0.38410925  1.57079633 0
  0.300000012  2.84997506  0.284600317  1.57079633 0
  0.300000012  3.08420843  0.15524975  1.57079633 -5
  0.349999994  1.26085007  0.544025561  1.57079633 6
  0.349999994  1.54946343  0.604234786  1.57079633 0
  0.349999994  1.8380768  0.640990734  1.57079633 0
  0.349999994  2.12669016  0.652225996  1.57079633 0
  0.349999994  2.41530353  0.635466414  1.57079633 0
  0.349999994  2.70391689  0.587819184  1.57079633 0
  0.349999994  2.99253025  0.505925145  1.57079633 0
  0.349999994  3.28114362  0.385885082  1.57079633 0
  0.349999994  3.56975698  0.223160943  1.57079633 -6
  0.400000006  1.31052433  0.611297046  1.57079633 7
  0.400000006  1.6526528  0.698277131  1.57079633 0
  0.400000006  1.99478126  0.757225094  1.57079633 0
  0.400000006  2.33690972  0.785332574  1.57079633 0
  0.400000006  2.67903818  0.779041579  1.57079633 0
  0.400000006  3.02116665  0.734023623  1.57079633 0
  0.400000006  3.36329511  0.645070612  1.57079633 0
  0.400000006  3.70542357  0.505918249  1.57079633 0
  0.400000006  4.04755204  0.308998316  1.57079633 -7
  0.449999988  1.35937919  0.679479311  1.57079633 8
  0.449999988  1.75417312  0.795813037  1.57079633 0
  0.449999988  2.14896705  0.87988047  1.57079633 0
  0.449999988  2.54376098  0.928183044  1.57079633 0
  0.449999988  2.93855491  0.935974509  1.57079633 0
  0.449999988  3.33334884  0.897224316  1.57079633 0
  0.449999988  3.72814276  0.804395423  1.57079633 0
  0.449999988  4.12293669  0.648069241  1.57079633 0
  0.449999988  4.51773062  0.416393495  1.57079633 -8
  0.5  1.40742935  0.749916886  1.57079633 9
  0.5  1.85405419  0.898367964  1.57079633 0
  0.5  2.30067902  1.01063657  1.57079633 0
  0.5  2.74730385  1.08267572  1.57079633 0
  0.5  3.19392869  1.10851851  1.57079633 0
  0.5  3.64055352  1.0802118  1.57079633 0
  0.5  4.08717835  0.987402  1.57079633 0
  0.5  4.53380319  0.816606942  1.57079633 0
  0.5  4.98042802  0.550086272  1.57079633 -9
  0.550000012  1.45468914  0.823697384  1.57079633 10
  0.550000012  1.95232498  1.00741473  1.57079633 0
  0.550000012  2.44996082  1.15130478  1.57079633 0
  0.550000012  2.94759666  1.25100791  1.57079633 0
  0.550000012  3.4452325  1.29939393  1.57079633 0
  0.550000012  3.94286834  1.28644009  1.57079633 0
  0.550000012  4.44050418  1.19851204  1.57079633 0
  0.550000012  4.93814001  1.01704614  1.57079633 0
  0.550000012  5.43577585  0.716384168  1.57079633 -10
  0.600000024  1.5011726  0.901817629  1.57079633 11
  0.600000024  2.04901394  1.12455133  1.57079633 0
  0.600000024  2.59685528  1.30402963  1.57079633 0
  0.600000024  3.14469661  1.43590532  1.57079633 0
  0.600000024  3.69253795  1.51205048  1.57079633 0
  0.600000024  4.24037929  1.5203355  1.57079633 0
  0.600000024  4.78822063  1.44345322  1.57079633 0
  0.600000024  5.33606196  1.25666815  1.57079633 0
  0.600000024  5.8839033  0.923875101  1.57079633 -11
  0.649999976  1.54689343  0.985288919  1.57079633 12
  0.649999976  2.1441488  1.25165697  1.57079633 0
  0.649999976  2.74140416  1.47151345  1.57079633 0
  0.649999976  3.33865952  1.64092034  1.57079633 0
  0.649999976  3.93591489  1.75104288  1.57079633 0
  0.649999976  4.53317025  1.78776319  1.57079633 0
  0.649999976  5.13042562  1.72985665  1.57079633 0
  0.649999976  5.72768098  1.54533473  1.57079633 0
  0.649999976  6.32493635  1.1845719  1.57079633 -12
  0.699999988  1.59186521  1.07521819  1.57079633 13
  0.699999988  2.23775705  1.39106803  1.57079633 0
  0.699999988  2.88364889  1.65732225  1.57079633 0
  0.699999988  3.52954073  1.87088025  1.57079633 0
  0.699999988  4.17543257  2.02262715  1.57079633 0
  0.699999988  4.82132441  2.09678821  1.57079633 0
  0.699999988  5.46721625  2.06823797  1.57079633 0
  0.699999988  6.11310809  1.89682583  1.57079633 0
  0.699999988  6.75899993  1.51583679  1.57079633 -13
